"","lemma_morphit","form_1ps_ind","formfreq_1ps_ind","fonform_1ps_ind","fonroot_1ps_ind","pal_end_1ps_ind","conj","inf_root","pal_end_inf","form_3ps_ind","formfreq_3ps_ind","fonform_3ps_ind","fonroot_3ps_ind","pal_end_3ps_ind","form_1pp_ind","formfreq_1pp_ind","fonform_1pp_ind","fonroot_1pp_ind","pal_end_1pp_ind","form_1ps_sub","formfreq_1ps_sub","fonform_1ps_sub","fonroot_1ps_sub","pal_end_1ps_sub","L_morph","indpres_1s_eq_inf","fonroot_noinc_1ps_ind"
"2721","sequestrare","sequestro",19,"sequestro","sequestr","-","are","sequestr","-","sequestra",695,"sequestra","sequestr","-","sequestriamo",20,"sequestriamo","sequestr","-","sequestri",631,"sequestri","sequestr","-",0,1,"-"
"2722","serbare","serbo",2988,"serbo","serb","-","are","serb","-","serba",3534,"serba","serb","-","serbiamo",82,"serbiamo","serb","-","serbi",1360,"serbi","serb","-",0,1,"-"
"2723","seriare","serio",51,"serio","seri","-","are","seri","-","seria",47,"seria","seri","-","seriamo",6,"seriamo","seri","-","seri",19,"seri","ser","-",0,1,"-"
"2724","serrare","serro",79,"serro","serr","-","are","serr","-","serra",1295,"serra","serr","-","serriamo",15,"serriamo","serr","-","serri",33,"serri","serr","-",0,1,"-"
"2725","setacciare","setaccio",29,"setattSo","setattS","tS","are","setattS","tS","setaccia",120,"setattSa","setattS","tS","setacciamo",5,"setattSamo","setattS","tS","setacci",21,"setattSi","setattS","tS",0,1,"-"
"2726","sezionare","seziono",5,"seziono","sezion","-","are","sezion","-","seziona",176,"seziona","sezion","-","sezioniamo",16,"sezioniamo","sezion","-","sezioni",3899,"sezioni","sezion","-",0,1,"-"
"2727","sfamare","sfamo",20,"sfamo","sfam","-","are","sfam","-","sfama",229,"sfama","sfam","-","sfamiamo",18,"sfamiamo","sfam","-","sfami",33,"sfami","sfam","-",0,1,"-"
"2728","sfangare","sfango",4,"sfango","sfang","ng","are","sfang","ng","sfanga",14,"sfanga","sfang","ng","sfanghiamo",19,"sfangiamo","sfang","ng","sfanghi",3,"sfangi","sfang","ng",0,1,"-"
"2729","sfasciare","sfascio",174,"sfaSSo","sfaSS","-","are","sfaSS","-","sfascia",455,"sfaSSa","sfaSS","-","sfasciamo",18,"sfaSSamo","sfaSS","-","sfasci",63,"sfaSSi","sfaSS","-",0,1,"-"
"2730","sfatare","sfato",7,"sfato","sfat","-","are","sfat","-","sfata",287,"sfata","sfat","-","sfatiamo",83,"sfatiamo","sfat","-","sfati",8,"sfati","sfat","-",0,1,"-"
"2738","sferrare","sferro",20,"sferro","sferr","-","are","sferr","-","sferra",699,"sferra","sferr","-","sferriamo",3,"sferriamo","sferr","-","sferri",23,"sferri","sferr","-",0,1,"-"
"2739","sfidare","sfido",1673,"sfido","sfid","-","are","sfid","-","sfida",1520,"sfida","sfid","-","sfidiamo",253,"sfidiamo","sfid","-","sfidi",158,"sfidi","sfid","-",0,1,"-"
"2740","sfilare","sfilo",226,"sfilo","sfil","-","are","sfil","-","sfila",2225,"sfila","sfil","-","sfiliamo",60,"sfiliamo","sfil","-","sfili",178,"sfili","sfil","-",0,1,"-"
"2741","sfiorare","sfioro",441,"sfioro","sfior","-","are","sfior","-","sfiora",6861,"sfiora","sfior","-","sfioriamo",128,"sfioriamo","sfior","-","sfiori",385,"sfiori","sfior","-",0,1,"-"
"2742","sfociare","sfocio",28,"sfotSo","sfotS","tS","are","sfotS","tS","sfocia",2901,"sfotSa","sfotS","tS","sfociamo",13,"sfotSamo","sfotS","tS","sfoci",283,"sfotSi","sfotS","tS",0,1,"-"
"2743","sfoderare","sfodero",43,"sfodero","sfoder","-","are","sfoder","-","sfodera",1126,"sfodera","sfoder","-","sfoderiamo",17,"sfoderiamo","sfoder","-","sfoderi",36,"sfoderi","sfoder","-",0,1,"-"
"2744","sfogare","sfogo",357,"sfogo","sfog","g","are","sfog","g","sfoga",1283,"sfoga","sfog","g","sfoghiamo",32,"sfogiamo","sfog","g","sfoghi",234,"sfogi","sfog","g",0,1,"-"
"2745","sfoggiare","sfoggio",717,"sfoddGo","sfoddG","dG","are","sfoddG","dG","sfoggia",1347,"sfoddGa","sfoddG","dG","sfoggiamo",15,"sfoddGamo","sfoddG","dG","sfoggi",53,"sfoddGi","sfoddG","dG",0,1,"-"
"2746","sfogliare","sfoglio",317,"sfoLLo","sfoLL","LL","are","sfoLL","LL","sfoglia",1560,"sfoLLa","sfoLL","LL","sfogliamo",88,"sfoLLamo","sfoLL","LL","sfogli",136,"sfoLLi","sfoLL","LL",0,1,"-"
"2747","sfondare","sfondo",103,"sfondo","sfond","-","are","sfond","-","sfonda",1071,"sfonda","sfond","-","sfondiamo",48,"sfondiamo","sfond","-","sfondi",333,"sfondi","sfond","-",0,1,"-"
"2748","sfornare","sforno",32,"sforno","sforn","-","are","sforn","-","sforna",1449,"sforna","sforn","-","sforniamo",14,"sforniamo","sforn","-","sforni",77,"sforni","sforn","-",0,1,"-"
"2749","sforzare","sforzo",825,"sforzo","sforz","-","are","sforz","-","sforza",2965,"sforza","sforz","-","sforziamo",585,"sforziamo","sforz","-","sforzi",858,"sforzi","sforz","-",0,1,"-"
"2750","sfracellare","sfracello",13,"sfratSello","sfratSell","-","are","sfratSell","-","sfracella",80,"sfratSella","sfratSell","-","sfracelliamo",3,"sfratSelliamo","sfratSell","-","sfracelli",82,"sfratSelli","sfratSell","-",0,1,"-"
"2751","sfrattare","sfratto",190,"sfratto","sfratt","-","are","sfratt","-","sfratta",71,"sfratta","sfratt","-","sfrattiamo",3,"sfrattiamo","sfratt","-","sfratti",26,"sfratti","sfratt","-",0,1,"-"
"2752","sfrecciare","sfreccio",29,"sfrettSo","sfrettS","tS","are","sfrettS","tS","sfreccia",631,"sfrettSa","sfrettS","tS","sfrecciamo",17,"sfrettSamo","sfrettS","tS","sfrecci",34,"sfrettSi","sfrettS","tS",0,1,"-"
"2753","sfregare","sfrego",35,"sfrego","sfreg","g","are","sfreg","g","sfrega",296,"sfrega","sfreg","g","sfreghiamo",7,"sfregiamo","sfreg","g","sfreghi",19,"sfregi","sfreg","g",0,1,"-"
"2754","sfrondare","sfrondo",6,"sfrondo","sfrond","-","are","sfrond","-","sfronda",64,"sfronda","sfrond","-","sfrondiamo",5,"sfrondiamo","sfrond","-","sfrondi",5,"sfrondi","sfrond","-",0,1,"-"
"2755","sfruttare","sfrutto",334,"sfrutto","sfrutt","-","are","sfrutt","-","sfrutta",8216,"sfrutta","sfrutt","-","sfruttiamo",390,"sfruttiamo","sfrutt","-","sfrutti",685,"sfrutti","sfrutt","-",0,1,"-"
"2756","sfumare","sfumo",34,"sfumo","sfum","-","are","sfum","-","sfuma",1782,"sfuma","sfum","-","sfumiamo",6,"sfumiamo","sfum","-","sfumi",104,"sfumi","sfum","-",0,1,"-"
"2757","sgambettare","sgambetto",60,"sgambetto","sgambett","-","are","sgambett","-","sgambetta",115,"sgambetta","sgambett","-","sgambettiamo",4,"sgambettiamo","sgambett","-","sgambetti",34,"sgambetti","sgambett","-",0,1,"-"
"2758","sganciare","sgancio",1525,"sgantSo","sgantS","tS","are","sgantS","tS","sgancia",573,"sgantSa","sgantS","tS","sganciamo",31,"sgantSamo","sgantS","tS","sganci",156,"sgantSi","sgantS","tS",0,1,"-"
"2759","sgattaiolare","sgattaiolo",5,"sgattaiolo","sgattaiol","-","are","sgattaiol","-","sgattaiola",57,"sgattaiola","sgattaiol","-","sgattaioliamo",3,"sgattaioliamo","sgattaiol","-","sgattaioli",8,"sgattaioli","sgattaiol","-",0,1,"-"
"2760","sgobbare","sgobbo",49,"sgobbo","sgobb","-","are","sgobb","-","sgobba",87,"sgobba","sgobb","-","sgobbiamo",10,"sgobbiamo","sgobb","-","sgobbi",14,"sgobbi","sgobb","-",0,1,"-"
"2761","sgolare","sgolo",22,"sgolo","sgol","-","are","sgol","-","sgola",64,"sgola","sgol","-","sgoliamo",20,"sgoliamo","sgol","-","sgoli",3,"sgoli","sgol","-",0,1,"-"
"2762","sgomberare","sgombero",432,"sgombero","sgomber","-","are","sgomber","-","sgombera",153,"sgombera","sgomber","-","sgomberiamo",27,"sgomberiamo","sgomber","-","sgomberi",67,"sgomberi","sgomber","-",0,1,"-"
"2763","sgombrare","sgombro",140,"sgombro","sgombr","-","are","sgombr","-","sgombra",469,"sgombra","sgombr","-","sgombriamo",97,"sgombriamo","sgombr","-","sgombri",419,"sgombri","sgombr","-",0,1,"-"
"2764","sgonfiare","sgonfio",23,"sgonfio","sgonfi","-","are","sgonfi","-","sgonfia",333,"sgonfia","sgonfi","-","sgonfiamo",6,"sgonfiamo","sgonfi","-","sgonfi",62,"sgonfi","sgonf","-",0,1,"-"
"2765","sgozzare","sgozzo",27,"sgozzo","sgozz","-","are","sgozz","-","sgozza",131,"sgozza","sgozz","-","sgozziamo",10,"sgozziamo","sgozz","-","sgozzi",10,"sgozzi","sgozz","-",0,1,"-"
"2766","sgranare","sgrano",37,"sgrano","sgran","-","are","sgran","-","sgrana",389,"sgrana","sgran","-","sgraniamo",3,"sgraniamo","sgran","-","sgrani",23,"sgrani","sgran","-",0,1,"-"
"2767","sgranocchiare","sgranocchio",23,"sgranokkio","sgranokki","-","are","sgranokki","-","sgranocchia",56,"sgranokkia","sgranokki","-","sgranocchiamo",10,"sgranokkiamo","sgranokki","-","sgranocchi",8,"sgranokki","sgranokk","k",0,1,"-"
"2768","sgridare","sgrido",53,"sgrido","sgrid","-","are","sgrid","-","sgrida",330,"sgrida","sgrid","-","sgridiamo",8,"sgridiamo","sgrid","-","sgridi",72,"sgridi","sgrid","-",0,1,"-"
"2769","sguazzare","sguazzo",71,"sguazzo","sguazz","-","are","sguazz","-","sguazza",358,"sguazza","sguazz","-","sguazziamo",26,"sguazziamo","sguazz","-","sguazzi",88,"sguazzi","sguazz","-",0,1,"-"
"2770","sguinzagliare","sguinzaglio",14,"sguinzaLLo","sguinzaLL","LL","are","sguinzaLL","LL","sguinzaglia",69,"sguinzaLLa","sguinzaLL","LL","sguinzagliamo",4,"sguinzaLLamo","sguinzaLL","LL","sguinzagli",6,"sguinzaLLi","sguinzaLL","LL",0,1,"-"
"2771","sgusciare","sguscio",34,"sguSSo","sguSS","-","are","sguSS","-","sguscia",169,"sguSSa","sguSS","-","sgusciamo",9,"sguSSamo","sguSS","-","sgusci",36,"sguSSi","sguSS","-",0,1,"-"
"2772","sigillare","sigillo",358,"sidGillo","sidGill","-","are","sidGill","-","sigilla",413,"sidGilla","sidGill","-","sigilliamo",10,"sidGilliamo","sidGill","-","sigilli",167,"sidGilli","sidGill","-",0,1,"-"
"2773","siglare","siglo",196,"siglo","sigl","-","are","sigl","-","sigla",738,"sigla","sigl","-","sigliamo",13,"siLLamo","","-","sigli",44,"siLLi","siLL","LL",0,1,"-"
"2774","significare","significo",36,"siNNifiko","siNNifik","k","are","siNNifik","k","significa",167179,"siNNifika","siNNifik","k","significhiamo",39,"siNNifikiamo","siNNifik","k","significhi",6288,"siNNifiki","siNNifik","k",0,1,"-"
"2775","sillabare","sillabo",89,"sillabo","sillab","-","are","sillab","-","sillaba",134,"sillaba","sillab","-","sillabiamo",3,"sillabiamo","sillab","-","sillabi",32,"sillabi","sillab","-",0,1,"-"
"2776","simpatizzare","simpatizzo",117,"simpatizzo","simpatizz","-","are","simpatizz","-","simpatizza",226,"simpatizza","simpatizz","-","simpatizziamo",16,"simpatizziamo","simpatizz","-","simpatizzi",32,"simpatizzi","simpatizz","-",0,1,"-"
"2777","simulare","simulo",19,"simulo","simul","-","are","simul","-","simula",1679,"simula","simul","-","simuliamo",39,"simuliamo","simul","-","simuli",152,"simuli","simul","-",0,1,"-"
"2778","sincronizzare","sincronizzo",13,"sinkronizzo","sinkronizz","-","are","sinkronizz","-","sincronizza",149,"sinkronizza","sinkronizz","-","sincronizziamo",4,"sinkronizziamo","sinkronizz","-","sincronizzi",15,"sinkronizzi","sinkronizz","-",0,1,"-"
"2779","singhiozzare","singhiozzo",17,"singiozzo","singiozz","-","are","singiozz","-","singhiozza",223,"singiozza","singiozz","-","singhiozziamo",5,"singiozziamo","singiozz","-","singhiozzi",40,"singiozzi","singiozz","-",0,1,"-"
"2780","sintetizzare","sintetizzo",209,"sintetizzo","sintetizz","-","are","sintetizz","-","sintetizza",3771,"sintetizza","sintetizz","-","sintetizziamo",119,"sintetizziamo","sintetizz","-","sintetizzi",174,"sintetizzi","sintetizz","-",0,1,"-"
"2781","sintonizzare","sintonizzo",50,"sintonizzo","sintonizz","-","are","sintonizz","-","sintonizza",210,"sintonizza","sintonizz","-","sintonizziamo",27,"sintonizziamo","sintonizz","-","sintonizzi",40,"sintonizzi","sintonizz","-",0,1,"-"
"2782","sistemare","sistemo",637,"sistemo","sistem","-","are","sistem","-","sistema",314,"sistema","sistem","-","sistemiamo",511,"sistemiamo","sistem","-","sistemi",343,"sistemi","sistem","-",0,1,"-"
"2783","situare","situo",26,"situo","situ","-","are","situ","-","situa",2392,"situa","situ","-","situiamo",24,"situiamo","situ","-","situi",141,"situi","situ","-",0,1,"-"
"2784","slegare","slego",48,"slego","sleg","g","are","sleg","g","slega",112,"slega","sleg","g","sleghiamo",5,"slegiamo","sleg","g","sleghi",22,"slegi","sleg","g",0,1,"-"
"2785","slittare","slitto",10,"slitto","slitt","-","are","slitt","-","slitta",1124,"slitta","slitt","-","slittiamo",6,"slittiamo","slitt","-","slitti",116,"slitti","slitt","-",0,1,"-"
"2786","smaltare","smalto",434,"smalto","smalt","-","are","smalt","-","smalta",9,"smalta","smalt","-","smaltiamo",37,"smaltiamo","smalt","-","smalti",114,"smalti","smalt","-",0,1,"-"
"2787","smanettare","smanetto",91,"smanetto","smanett","-","are","smanett","-","smanetta",130,"smanetta","smanett","-","smanettiamo",4,"smanettiamo","smanett","-","smanetti",27,"smanetti","smanett","-",0,1,"-"
"2788","smaniare","smanio",17,"smanio","smani","-","are","smani","-","smania",269,"smania","smani","-","smaniamo",7,"smaniamo","smani","-","smani",5,"smani","sman","-",0,1,"-"
"2789","smantellare","smantello",10,"smantello","smantell","-","are","smantell","-","smantella",319,"smantella","smantell","-","smantelliamo",19,"smantelliamo","smantell","-","smantelli",62,"smantelli","smantell","-",0,1,"-"
"2790","smascherare","smaschero",6,"smaskero","smasker","-","are","smasker","-","smaschera",577,"smaskera","smasker","-","smascheriamo",23,"smaskeriamo","smasker","-","smascheri",35,"smaskeri","smasker","-",0,1,"-"
"2791","smembrare","smembro",48,"smembro","smembr","-","are","smembr","-","smembra",90,"smembra","smembr","-","smembriamo",4,"smembriamo","smembr","-","smembri",13,"smembri","smembr","-",0,1,"-"
"2792","smistare","smisto",13,"smisto","smist","-","are","smist","-","smista",317,"smista","smist","-","smistiamo",4,"smistiamo","smist","-","smisti",26,"smisti","smist","-",0,1,"-"
"2793","smontare","smonto",243,"smonto","smont","-","are","smont","-","smonta",1158,"smonta","smont","-","smontiamo",75,"smontiamo","smont","-","smonti",137,"smonti","smont","-",0,1,"-"
"2794","smorzare","smorzo",10,"smorzo","smorz","-","are","smorz","-","smorza",771,"smorza","smorz","-","smorziamo",12,"smorziamo","smorz","-","smorzi",171,"smorzi","smorz","-",0,1,"-"
"2795","smussare","smusso",141,"smusso","smuss","-","are","smuss","-","smussa",179,"smussa","smuss","-","smussiamo",3,"smussiamo","smuss","-","smussi",57,"smussi","smuss","-",0,1,"-"
"2796","snaturare","snaturo",3,"snaturo","snatur","-","are","snatur","-","snatura",585,"snatura","snatur","-","snaturiamo",10,"snaturiamo","snatur","-","snaturi",84,"snaturi","snatur","-",0,1,"-"
"2797","snobbare","snobbo",40,"snobbo","snobb","-","are","snobb","-","snobba",449,"snobba","snobb","-","snobbiamo",42,"snobbiamo","snobb","-","snobbi",43,"snobbi","snobb","-",0,1,"-"
"2798","snocciolare","snocciolo",13,"snottSolo","snottSol","-","are","snottSol","-","snocciola",641,"snottSola","snottSol","-","snoccioliamo",5,"snottSoliamo","snottSol","-","snoccioli",10,"snottSoli","snottSol","-",0,1,"-"
"2799","sobbalzare","sobbalzo",25,"sobbalzo","sobbalz","-","are","sobbalz","-","sobbalza",296,"sobbalza","sobbalz","-","sobbalziamo",7,"sobbalziamo","sobbalz","-","sobbalzi",42,"sobbalzi","sobbalz","-",0,1,"-"
"2800","sobbarcare","sobbarco",25,"sobbarko","sobbark","k","are","sobbark","k","sobbarca",147,"sobbarka","sobbark","k","sobbarchiamo",13,"sobbarkiamo","sobbark","k","sobbarchi",20,"sobbarki","sobbark","k",0,1,"-"
"2801","socializzare","socializzo",16,"sotSalizzo","sotSalizz","-","are","sotSalizz","-","socializza",180,"sotSalizza","sotSalizz","-","socializziamo",14,"sotSalizziamo","sotSalizz","-","socializzi",14,"sotSalizzi","sotSalizz","-",0,1,"-"
"2802","soddisfare","soddisfo",890,"soddisfo","soddisf","-","are","soddisf","-","soddisfa",7838,"soddisfa","soddisf","-","soddisfiamo",44,"soddisfiamo","soddisf","-","soddisfi",2641,"soddisfi","soddisf","-",0,1,"-"
"2803","soddisfare","soddisfo",890,"soddisfo","soddisf","-","are","soddisf","-","soddisfa",7838,"soddisfa","soddisf","-","soddisfiamo",44,"soddisfiamo","soddisf","-","soddisfaccia",27,"soddisfattSa","soddisfattS","tS",0,1,"-"
"2804","soddisfare","soddisfo",890,"soddisfo","soddisf","-","are","soddisf","-","soddisfa",7838,"soddisfa","soddisf","-","soddisfacciamo",10,"soddisfattSamo","soddisf","-","soddisfi",2641,"soddisfi","soddisf","-",0,1,"-"
"2805","soddisfare","soddisfo",890,"soddisfo","soddisf","-","are","soddisf","-","soddisfa",7838,"soddisfa","soddisf","-","soddisfacciamo",10,"soddisfattSamo","soddisf","-","soddisfaccia",27,"soddisfattSa","soddisfattS","tS",0,1,"-"
"2806","soddisfare","soddisfaccio",5,"soddisfattSo","soddisfattS","tS","are","soddisf","-","soddisfa",7838,"soddisfa","soddisf","-","soddisfiamo",44,"soddisfiamo","soddisf","-","soddisfi",2641,"soddisfi","soddisf","-",0,0,"-"
"2807","soddisfare","soddisfaccio",5,"soddisfattSo","soddisfattS","tS","are","soddisf","-","soddisfa",7838,"soddisfa","soddisf","-","soddisfiamo",44,"soddisfiamo","soddisf","-","soddisfaccia",27,"soddisfattSa","soddisfattS","tS",1,0,"-"
"2808","soddisfare","soddisfaccio",5,"soddisfattSo","soddisfattS","tS","are","soddisf","-","soddisfa",7838,"soddisfa","soddisf","-","soddisfacciamo",10,"soddisfattSamo","soddisf","-","soddisfi",2641,"soddisfi","soddisf","-",0,0,"-"
"2809","soddisfare","soddisfaccio",5,"soddisfattSo","soddisfattS","tS","are","soddisf","-","soddisfa",7838,"soddisfa","soddisf","-","soddisfacciamo",10,"soddisfattSamo","soddisf","-","soddisfaccia",27,"soddisfattSa","soddisfattS","tS",1,0,"-"
"2810","soffermare","soffermo",1388,"soffermo","sofferm","-","are","sofferm","-","sofferma",11045,"sofferma","sofferm","-","soffermiamo",560,"soffermiamo","sofferm","-","soffermi",427,"soffermi","sofferm","-",0,1,"-"
"2811","soffiare","soffio",298,"soffio","soffi","-","are","soffi","-","soffia",3753,"soffia","soffi","-","soffiamo",27,"soffiamo","soffi","-","soffi",287,"soffi","soff","-",0,1,"-"
"2812","soffocare","soffoco",141,"soffoko","soffok","k","are","soffok","k","soffoca",1830,"soffoka","soffok","k","soffochiamo",60,"soffokiamo","soffok","k","soffochi",196,"soffoki","soffok","k",0,1,"-"
"2813","soggiornare","soggiorno",32,"soddGorno","soddGorn","-","are","soddGorn","-","soggiorna",931,"soddGorna","soddGorn","-","soggiorniamo",23,"soddGorniamo","soddGorn","-","soggiorni",1462,"soddGorni","soddGorn","-",0,1,"-"
"2814","sognare","sogno",747,"soNNo","soNN","NN","are","soNN","NN","sogna",8193,"soNNa","soNN","NN","sogniamo",1055,"soNNiamo","soNN","NN","sogni",391,"soNNi","soNN","NN",0,1,"-"
"2815","solare","solo",28,"solo","sol","-","are","sol","-","sola",50,"sola","sol","-","soliamo",4,"soliamo","sol","-","soli",87,"soli","sol","-",0,1,"-"
"2816","solcare","solco",97,"solko","solk","k","are","solk","k","solca",519,"solka","solk","k","solchiamo",8,"solkiamo","solk","k","solchi",166,"solki","solk","k",0,1,"-"
"2817","solidarizzare","solidarizzo",48,"solidarizzo","solidarizz","-","are","solidarizz","-","solidarizza",203,"solidarizza","solidarizz","-","solidarizziamo",8,"solidarizziamo","solidarizz","-","solidarizzi",24,"solidarizzi","solidarizz","-",0,1,"-"
"2818","sollecitare","sollecito",442,"solletSito","solletSit","-","are","solletSit","-","sollecita",8042,"solletSita","solletSit","-","sollecitiamo",600,"solletSitiamo","solletSit","-","solleciti",617,"solletSiti","solletSit","-",0,1,"-"
"2819","sollevare","sollevo",425,"sollevo","sollev","-","are","sollev","-","solleva",8252,"solleva","sollev","-","solleviamo",213,"solleviamo","sollev","-","sollevi",839,"sollevi","sollev","-",0,1,"-"
"2820","somigliare","somiglio",161,"somiLLo","somiLL","LL","are","somiLL","LL","somiglia",4822,"somiLLa","somiLL","LL","somigliamo",78,"somiLLamo","somiLL","LL","somigli",697,"somiLLi","somiLL","LL",0,1,"-"
"2821","sommare","sommo",489,"sommo","somm","-","are","somm","-","somma",3858,"somma","somm","-","sommiamo",369,"sommiamo","somm","-","sommi",120,"sommi","somm","-",0,1,"-"
"2822","somministrare","somministro",87,"somministro","somministr","-","are","somministr","-","somministra",826,"somministra","somministr","-","somministriamo",47,"somministriamo","somministr","-","somministri",85,"somministri","somministr","-",0,1,"-"
"2823","sondare","sondo",26,"sondo","sond","-","are","sond","-","sonda",526,"sonda","sond","-","sondiamo",14,"sondiamo","sond","-","sondi",18,"sondi","sond","-",0,1,"-"
"2824","sonnecchiare","sonnecchio",23,"sonnekkio","sonnekki","-","are","sonnekki","-","sonnecchia",288,"sonnekkia","sonnekki","-","sonnecchiamo",3,"sonnekkiamo","sonnekki","-","sonnecchi",18,"sonnekki","sonnekk","k",0,1,"-"
"2825","soppesare","soppeso",15,"soppeso","soppes","-","are","soppes","-","soppesa",142,"soppesa","soppes","-","soppesiamo",14,"soppesiamo","soppes","-","soppesi",29,"soppesi","soppes","-",0,1,"-"
"2826","sopportare","sopporto",4331,"sopporto","sopport","-","are","sopport","-","sopporta",4328,"sopporta","sopport","-","sopportiamo",460,"sopportiamo","sopport","-","sopporti",722,"sopporti","sopport","-",0,1,"-"
